Titanic passager,Status,Home Country,Age,Crew or Passenger?,Gender,Class / Department,Ticket Number,Fare Price
"DANIELS, Miss Sarah",Survivor,Canada,33.0,Passenger,Female,1st Class,113781,£151 16s
"ALLISON, Master Hudson Trevor",Survivor,Canada,0.92,Passenger,Male,1st Class,113781,£151 16s
"ALLISON, Miss Helen Loraine",Victim,Canada,2.0,Passenger,Female,1st Class,113781,£151 16s
"ALLISON, Mrs Bessie Waldo",Victim,Canada,25.0,Passenger,Female,1st Class,113781,£151 16s
"SHUTES, Miss Elizabeth Weed",Survivor,United States,40.0,Passenger,Female,1st Class,17582,£153 9s 3d
"GRAHAM, Miss Margaret Edith",Survivor,England,19.0,Passenger,Female,1st Class,17582,£153 9s 3d
"GRAHAM, Mrs Edith",Survivor,England,59.0,Passenger,Female,1st Class,17582,£153 9s 3d
"MAYBERY, Mr Frank Hubert",Victim,England,36.0,Passenger,Male,2nd Class,239059,£16
"HEWLETT, Mrs Mary Dunbar",Survivor,India,56.0,Passenger,Female,2nd Class,248706,£16
"SANDSTRöM, Miss Beatrice Irene",Survivor,Sweden,1.0,Passenger,Female,3rd Class,9549,£16 14s
"SANDSTRöM, Miss Marguerite Rut",Survivor,Sweden,4.0,Passenger,Female,3rd Class,9549,£16 14s
"SANDSTRöM, Mrs Agnes Charlotta",Survivor,Sweden,24.0,Passenger,Female,3rd Class,9549,£16 14s
"DAVISON, Mr Thomas Henry",Victim,England,32.0,Passenger,Male,3rd Class,386525,£16 2s
"CRIBB, Mr John Hatfield",Victim,England,44.0,Passenger,Male,3rd Class,371362,£16 2s
"LOBB, Mr William Arthur",Victim,England,30.0,Passenger,Male,3rd Class,3336,£16 2s
"THORNEYCROFT, Mr Percival",Victim,England,36.0,Passenger,Male,3rd Class,376564,£16 2s
"MCNAMEE, Mr Neal",Victim,England,27.0,Passenger,Male,3rd Class,376566,£16 2s
"BOWEN, Mr David John 'Dai'",Victim,Wales,26.0,Passenger,Male,3rd Class,54636,£16 2s
"WILLIAMS, Mr Leslie",Victim,Wales,28.0,Passenger,Male,3rd Class,54636,£16 2s
"CRIBB, Miss Laura Mae",Survivor,England,16.0,Passenger,Female,3rd Class,371362,£16 2s
"DAVISON, Mrs Mary E.",Survivor,England,34.0,Passenger,Female,3rd Class,386525,£16 2s
"THORNEYCROFT, Mrs Florence Kate",Survivor,England,32.0,Passenger,Female,3rd Class,376564,£16 2s
"LOBB, Mrs Cordelia K.",Victim,England,26.0,Passenger,Female,3rd Class,3336,£16 2s
"MCNAMEE, Mrs Eileen",Victim,England,19.0,Passenger,Female,3rd Class,376566,£16 2s
"BONNELL, Miss Caroline",Survivor,United States,30.0,Passenger,Female,1st Class,36928,£164 17s 4d
"WICK, Miss Mary Natalie",Survivor,United States,31.0,Passenger,Female,1st Class,36928,£164 17s 4d
"WICK, Mrs Mary",Survivor,United States,45.0,Passenger,Female,1st Class,36928,£164 17s 4d
"WICK, Mr George Dennick",Victim,United States,57.0,Passenger,Male,1st Class,36928,£164 17s 4d
"ARNOLD-FRANCHI, Mr Josef",Victim,Switzerland,25.0,Passenger,Male,3rd Class,349237,£17 16s
"ARNOLD-FRANCHI, Mrs Josefine",Victim,Switzerland,18.0,Passenger,Female,3rd Class,349237,£17 16s
"DE MESSEMAEKER, Mr Guillaume Joseph",Survivor,United States,36.0,Passenger,Male,3rd Class,345572,£17 8s
"DE MESSEMAEKER, Mrs Anna",Survivor,United States,36.0,Passenger,Female,3rd Class,345572,£17 8s
"VANDERPLANCKE, Mr Leo Edmondus",Victim,Belgium,15.0,Passenger,Male,3rd Class,345763,£18
"VANDERPLANCKE, Mr Julius",Victim,Belgium,31.0,Passenger,Male,3rd Class,345763,£18
"VANDERPLANCKE, Miss Augusta Maria",Victim,Belgium,18.0,Passenger,Female,3rd Class,345764,£18
"VANDERPLANCKE, Mrs Emelie Maria",Victim,Belgium,31.0,Passenger,Female,3rd Class,345763,£18
"RICHARDS, Master Sibley George",Survivor,England,0.75,Passenger,Male,2nd Class,29106,£18 15s
"RICHARDS, Master William Rowe",Survivor,England,3.0,Passenger,Male,2nd Class,29106,£18 15s
"RICHARDS, Mrs Emily",Survivor,England,24.0,Passenger,Female,2nd Class,29106,£18 15s
"ALBIMONA, Mr Nassef Cassem",Survivor,Lebanon,26.0,Passenger,Male,3rd Class,2699,£18 15s 9d
"HASSAN ABILMONA, Mr Houssein Mohamed",Victim,,11.0,Passenger,Male,3rd Class,2699,£18 15s 9d
"MELLINGER, Miss Madeleine Violet",Survivor,England,13.0,Passenger,Female,2nd Class,250644,£19 10s
"MELLINGER, Mrs Elizabeth Anne",Survivor,England,41.0,Passenger,Female,2nd Class,250644,£19 10s
"BACLINI, Miss Eugenie",Survivor,Lebanon,3.0,Passenger,Female,3rd Class,2666,£19 5s 2d
"BACLINI, Miss Helene Barbara",Survivor,Lebanon,0.75,Passenger,Female,3rd Class,2666,£19 5s 2d
"BACLINI, Miss Marie Catherine",Survivor,Lebanon,5.0,Passenger,Female,3rd Class,2666,£19 5s 2d
"BACLINI, Mrs Latifa",Survivor,Lebanon,24.0,Passenger,Female,3rd Class,2666,£19 5s 2d
"DAVIES, Miss K.",,,,Passenger,Female,2nd Class,406,£2
"DAVIES, Mr H. V.",,,,Passenger,Male,2nd Class,406,£2
"KNEESE, Miss",,,,Passenger,Female,2nd Class,47,£2
"OSBORNE, Miss D.",,,,Passenger,Female,2nd Class,516,£2
"REMESCH, Miss",,,,Passenger,Female,2nd Class,47,£2
"TOVEY, Miss",,,,Passenger,Female,2nd Class,516,£2
"GOLDSMITH, Mr Frank John",Victim,England,33.0,Passenger,Male,3rd Class,363291,£20 10s 6d
"GOLDSMITH, Master Frank John William",Survivor,England,9.0,Passenger,Male,3rd Class,363291,£20 10s 6d
"GOLDSMITH, Mrs Emily Alice",Survivor,England,31.0,Passenger,Female,3rd Class,363291,£20 10s 6d
"DEAN, Mr Bertram Frank",Victim,England,25.0,Passenger,Male,3rd Class,2315,£20 11s 6d
"DEAN, Master Bertram Vere",Survivor,England,1.0,Passenger,Male,3rd Class,2315,£20 11s 6d
"DEAN, Miss Elizabeth Gladys 'Millvina'",Survivor,England,0.17,Passenger,Female,3rd Class,2315,£20 11s 6d
"DEAN, Mrs Eva Georgetta",Survivor,England,32.0,Passenger,Female,3rd Class,2315,£20 11s 6d
"ROSBLOM, Mr Viktor Richard",Victim,Finland,18.0,Passenger,Male,3rd Class,370129,£20 4s 3d
"ROSBLOM, Miss Salli Helena",Victim,Finland,2.0,Passenger,Female,3rd Class,370129,£20 4s 3d
"ROSBLOM, Mrs Helena Wilhelmina",Victim,Finland,41.0,Passenger,Female,3rd Class,370129,£20 4s 3d
"ABBOTT, Mr Rossmore Edward",Victim,United States,16.0,Passenger,Male,3rd Class,CA2673,£20 5s
"ABBOTT, Mr Eugene Joseph",Victim,United States,14.0,Passenger,Male,3rd Class,CA2673,£20 5s
"ABBOTT, Mrs Rhoda Mary 'Rosa'",Survivor,United States,39.0,Passenger,Female,3rd Class,CA2673,£20 5s
"RENOUF, Mr Peter Henry",Victim,United States,33.0,Passenger,Male,2nd Class,31027,£21
"TURPIN, Mr William John",Victim,England,29.0,Passenger,Male,2nd Class,11668,£21
"WALLCROFT, Miss Ellen 'Nellie'",Survivor,England,36.0,Passenger,Female,2nd Class,13528,£21
"TURPIN, Mrs Dorothy Ann",Victim,England,26.0,Passenger,Female,2nd Class,11668,£21
"GALE, Mr Harry",Victim,England,38.0,Passenger,Male,2nd Class,28664,£21
"GALE, Mr Shadrach",Victim,England,33.0,Passenger,Male,2nd Class,28664,£21
"CAMERON, Miss Clear Annie",Survivor,England,35.0,Passenger,Female,2nd Class,13528,£21
"PHILLIPS, Miss Alice Frances Louisa",Survivor,England,21.0,Passenger,Female,2nd Class,2,£21
"RENOUF, Mrs Lillian",Survivor,United States,30.0,Passenger,Female,2nd Class,31027,£21
"WARE, Mrs Florence Louise",Survivor,England,31.0,Passenger,Female,2nd Class,31352,£21
"COREY, Mrs Mary Phyllis Elizabeth",Victim,,30.0,Passenger,Female,2nd Class,13534,£21
"KARNES, Mrs Claire",Victim,United States,28.0,Passenger,Female,2nd Class,13534,£21
"PHILLIPS, Mr Escott Robert",Victim,England,42.0,Passenger,Male,2nd Class,2,£21
"WARE, Mr John James",Victim,England,45.0,Passenger,Male,2nd Class,31352,£21
"SAMAAN, Mr Elias",Victim,Lebanon,17.0,Passenger,Male,3rd Class,2662,£21 13s 7d
"SAMAAN, Mr Hanna Elias",Victim,Lebanon,40.0,Passenger,Male,3rd Class,2662,£21 13s 7d
"SAMAAN, Mr Youssef",Victim,Lebanon,16.0,Passenger,Male,3rd Class,2662,£21 13s 7d
"PåLSSON, Mrs Alma Cornelia",Victim,Sweden,29.0,Passenger,Female,3rd Class,349909,£21 1s 6d
"PåLSSON, Master Gösta Leonard",Victim,Sweden,2.0,Passenger,Male,3rd Class,349909,£21 1s 6d
"PåLSSON, Master Paul Folke",Victim,Sweden,6.0,Passenger,Male,3rd Class,349909,£21 1s 6d
"PåLSSON, Miss Stina Viola",Victim,Sweden,3.0,Passenger,Female,3rd Class,349909,£21 1s 6d
"PåLSSON, Miss Torborg Danira",Victim,Sweden,8.0,Passenger,Female,3rd Class,349909,£21 1s 6d
"WIDENER, Mr George Dunton",Victim,United States,50.0,Passenger,Male,1st Class,113503,£211 10s
"WIDENER, Mr Harry Elkins",Victim,United States,27.0,Passenger,Male,1st Class,113503,£211 10s
"GIEGER, Miss Amalie",Survivor,,35.0,Passenger,Female,1st Class,113503,£211 10s
"KEEPING, Mr Edwin Herbert",Victim,,33.0,Passenger,Male,1st Class,113503,£211 10s
"WIDENER, Mrs Eleanor",Survivor,United States,50.0,Passenger,Female,1st Class,113503,£211 10s
"ROBERT, Mrs Elisabeth Walton",Survivor,United States,43.0,Passenger,Female,1st Class,24160,£211 6s 9d
"KREUCHEN, Miss Emilie",Survivor,,29.0,Passenger,Female,1st Class,24160,£211 6s 9d
"ALLEN, Miss Elisabeth Walton",Survivor,United States,29.0,Passenger,Female,1st Class,24160,£211 6s 9d
"MADILL, Miss Georgette Alexandra",Survivor,United States,16.0,Passenger,Female,1st Class,24160,£211 6s 9d
"ANDERSEN, Mr Albert Karvin",Victim,Norway,33.0,Passenger,Male,3rd Class,4001,£22 10s 6d
"OLSEN, Mr Henry Margido",Victim,Norway,28.0,Passenger,Male,3rd Class,4001,£22 10s 6d
"HOLTHEN, Mr Johan Martin",Victim,Norway,28.0,Passenger,Male,3rd Class,4001,£22 10s 6d
"KINK-HEILMANN, Miss Luise Gretchen",Survivor,Switzerland,4.0,Passenger,Female,3rd Class,315153,£22 6d
"KINK-HEILMANN, Mrs Luise",Survivor,Switzerland,26.0,Passenger,Female,3rd Class,315153,£22 6d
"KINK, Mr Anton",Survivor,Switzerland,29.0,Passenger,Male,3rd Class,315153,£22 6d
"PETER / JOSEPH, Master Michael J. (""Michael Joseph"")",Survivor,Lebanon,4.0,Passenger,Male,3rd Class,2668,£22 7s 2d
"PETER / JOSEPH, Miss Anna (""Mary Joseph"")",Survivor,Lebanon,2.0,Passenger,Female,3rd Class,2668,£22 7s 2d
"PETER / JOSEPH, Mrs Catherine",Survivor,Lebanon,24.0,Passenger,Female,3rd Class,2668,£22 7s 2d
"STRAUS, Mr Isidor",Victim,United States,67.0,Passenger,Male,1st Class,17483,£221 15s 7d
"BIRD, Miss Ellen",Survivor,,31.0,Passenger,Female,1st Class,17483,£221 15s 7d
"FARTHING, Mr John",Victim,,57.0,Passenger,Male,1st Class,17483,£221 15s 7d
"STRAUS, Mrs Rosalie Ida",Victim,United States,63.0,Passenger,Female,1st Class,17483,£221 15s 7d
"DOLING, Miss Elsie",Survivor,England,18.0,Passenger,Female,2nd Class,231919,£23
"DOLING, Mrs Ada Julia Elizabeth",Survivor,England,34.0,Passenger,Female,2nd Class,231919,£23
"HOCKING, Miss Ellen ""Nellie""",Survivor,England,20.0,Passenger,Female,2nd Class,29105,£23
"HOCKING, Mrs Elizabeth ""Eliza""",Survivor,England,54.0,Passenger,Female,2nd Class,29105,£23
"WELLS, Master Ralph Lester",Survivor,England,2.0,Passenger,Male,2nd Class,29103,£23
"WELLS, Miss Joan",Survivor,England,4.0,Passenger,Female,2nd Class,29103,£23
"WELLS, Mrs ""Addie"" Dart",Survivor,England,29.0,Passenger,Female,2nd Class,29103,£23
"MCCOY, Mr Bernard",Survivor,Ireland,24.0,Passenger,Male,3rd Class,367226,£23 5s
"MCCOY, Miss Agnes",Survivor,Ireland,29.0,Passenger,Female,3rd Class,367226,£23 5s
"MCCOY, Miss Alicia",Survivor,Ireland,26.0,Passenger,Female,3rd Class,367226,£23 5s
"JOHNSTON, Mr Andrew Emslie",Victim,England,35.0,Passenger,Male,3rd Class,6607,£23 9s
"JOHNSTON, Master William Andrew",Victim,England,8.0,Passenger,Male,3rd Class,6607,£23 9s
"JOHNSTON, Miss Catherine Nellie",Victim,England,7.0,Passenger,Female,3rd Class,6607,£23 9s
"JOHNSTON, Mrs Eliza",Victim,England,34.0,Passenger,Female,3rd Class,6607,£23 9s
"BROWNE, Rev Francis M.",,Ireland,31.0,Passenger,Male,1st Class,37-A,£24
"MAY, Mr Richard W.",,,,Passenger,Male,1st Class,84,£24
"MAY, Mr Stanley",,,,Passenger,Male,1st Class,84,£24
"ODELL, Master Jack",,,11.0,Passenger,Male,1st Class,84,£24
"ODELL, Miss Kate",,,,Passenger,Female,1st Class,84,£24
"ODELL, Mrs Lily May",,England,,Passenger,Female,1st Class,84,£24
"ABELSON, Mrs Hannah",Survivor,France,28.0,Passenger,Female,2nd Class,3381,£24
"ABELSON, Mr Samuel",Victim,France,30.0,Passenger,Male,2nd Class,3381,£24
"DAVIES, Mr Alfred J.",Victim,England,24.0,Passenger,Male,3rd Class,48871,£24 3s
"LESTER, Mr James",Victim,England,26.0,Passenger,Male,3rd Class,48871,£24 3s
"VAN IMPE, Mr Jean Baptiste",Victim,Belgium,36.0,Passenger,Male,3rd Class,345773,£24 3s
"MORAN, Mr Daniel James",Victim,Ireland,27.0,Passenger,Male,3rd Class,371110,£24 3s
"RYAN, Mr Patrick",Victim,Ireland,29.0,Passenger,Male,3rd Class,371110,£24 3s
"DAVIES, Mr John Samuel",Victim,England,21.0,Passenger,Male,3rd Class,48871,£24 3s
"MORAN, Miss Bertha Bridget",Survivor,Ireland,28.0,Passenger,Female,3rd Class,371110,£24 3s
"VAN IMPE, Miss Catharina",Victim,Belgium,10.0,Passenger,Female,3rd Class,345773,£24 3s
"VAN IMPE, Mrs Rosalie Paula",Victim,Belgium,30.0,Passenger,Female,3rd Class,345773,£24 3s
"BAXTER, Mrs Hélène",Survivor,Canada,50.0,Passenger,Female,1st Class,17558,£247 10s 5d
"DOUGLAS, Mrs Mary Hélène",Survivor,Canada,27.0,Passenger,Female,1st Class,17558,£247 10s 5d
"BAXTER, Mr Quigg Edmond",Victim,Canada,24.0,Passenger,Male,1st Class,17558,£247 10s 5d
"ENDRES, Miss Caroline Louise",Survivor,,39.0,Passenger,Female,1st Class,17757,£247 10s 6d
"BIDOIS, Miss Rosalie",Survivor,,46.0,Passenger,Female,1st Class,17757,£247 10s 6d
"ASTOR, Colonel John Jacob",Victim,United States,47.0,Passenger,Male,1st Class,17757,£247 10s 6d
"ROBBINS, Mr Victor",Victim,,42.0,Passenger,Male,1st Class,17757,£247 10s 6d
"ASTOR, Mrs Madeleine Talmage",Survivor,United States,18.0,Passenger,Female,1st Class,17757,£247 10s 6d
"COLLEY, Mr Edward Pomeroy",Victim,Ireland,37.0,Passenger,Male,1st Class,5727,£25 11s 9d
"OMONT, Mr Alfred Fernand",Survivor,France,29.0,Passenger,Male,1st Class,12998,£25 14s 10d
"CORNELL, Mrs Malvina Helen",Survivor,United States,55.0,Passenger,Female,1st Class,11770,£25 14s 10d
"BAUMANN, Mr John D.",Victim,United States,60.0,Passenger,Male,1st Class,17318,£25 18s 6d
"LEADER, Dr Alice",Survivor,United States,49.0,Passenger,Female,1st Class,17465,£25 18s 7d
"SWIFT, Mrs Margaret Welles",Survivor,United States,46.0,Passenger,Female,1st Class,17466,£25 18s 7d
"LEFEBVRE, Master Henry",Victim,,5.0,Passenger,Male,3rd Class,4133,£25 9s 4d
"LEFEBVRE, Miss Ida",Victim,,3.0,Passenger,Female,3rd Class,4133,£25 9s 4d
"LEFEBVRE, Miss Jeannie",Victim,,8.0,Passenger,Female,3rd Class,4133,£25 9s 4d
"LEFEBVRE, Miss Mathilde",Victim,,12.0,Passenger,Female,3rd Class,4133,£25 9s 4d
"LEFEBVRE, Mrs Frances Marie",Victim,,40.0,Passenger,Female,3rd Class,4133,£25 9s 4d
"SALOMON, Mr Abraham Lincoln",Survivor,United States,43.0,Passenger,Male,1st Class,111163,£26
"HOLD, Mr Stephen",Victim,England,44.0,Passenger,Male,2nd Class,26707,£26
"MORLEY, Mr Henry Samuel",Victim,England,38.0,Passenger,Male,2nd Class,250655,£26
"CLARKE, Mr Charles Valentine",Victim,England,29.0,Passenger,Male,2nd Class,2003,£26
"JONES, Mr Charles Cresson",Victim,United States,46.0,Passenger,Male,1st Class,694,£26
"CHAPMAN, Mr John Henry",Victim,England,36.0,Passenger,Male,2nd Class,29037,£26
"JULIAN, Mr Henry Forbes",Victim,England,50.0,Passenger,Male,1st Class,113044,£26
"CARTER, Fr Ernest Courtenay",Victim,England,54.0,Passenger,Male,2nd Class,244252,£26
"LAHTINEN, Fr William",Victim,United States,35.0,Passenger,Male,2nd Class,250651,£26
"DOUTON, Mr William Joseph",Victim,United States,55.0,Passenger,Male,2nd Class,28403,£26
"HOWARD, Mr Benjamin",Victim,England,63.0,Passenger,Male,2nd Class,24065,£26
"LOUCH, Mr Charles Alexander",Victim,England,50.0,Passenger,Male,2nd Class,3085,£26
"WEISZ, Mr Léopold",Victim,England,37.0,Passenger,Male,2nd Class,228414,£26
"ANGLE, Mrs Florence ""Mary"" Agnes",Survivor,England,36.0,Passenger,Female,2nd Class,226875,£26
"BEANE, Mr Edward",Survivor,United States,32.0,Passenger,Male,2nd Class,2908,£26
"BEANE, Mrs Ethel",Survivor,England,19.0,Passenger,Female,2nd Class,2908,£26
"BRYHL, Miss Dagmar Jenny Ingeborg",Survivor,Sweden,20.0,Passenger,Female,2nd Class,236853,£26
"HOLD, Mrs Annie Margaret",Survivor,England,29.0,Passenger,Female,2nd Class,26707,£26
"KANTOR, Mrs Miriam",Survivor,Russia,24.0,Passenger,Female,2nd Class,244367,£26
"LOUCH, Mrs Alice Adelaide",Survivor,England,42.0,Passenger,Female,2nd Class,3085,£26
"NAVRATIL, Master Edmond Roger",Survivor,France,2.0,Passenger,Male,2nd Class,230080,£26
"NAVRATIL, Master Michel Marcel",Survivor,France,3.0,Passenger,Male,2nd Class,230080,£26
"PARRISH, Mrs Lutie Davis",Survivor,United States,59.0,Passenger,Female,2nd Class,230433,£26
"PHILLIPS, Miss Kate Florence",Survivor,England,19.0,Passenger,Female,2nd Class,250655,£26
"QUICK, Miss Phyllis May",Survivor,,2.0,Passenger,Female,2nd Class,26360,£26
"QUICK, Miss Winifred Vera",Survivor,,8.0,Passenger,Female,2nd Class,26360,£26
"QUICK, Mrs Jane",Survivor,,33.0,Passenger,Female,2nd Class,26360,£26
"SHELLEY, Mrs Imanita Parrish",Survivor,United States,25.0,Passenger,Female,2nd Class,230433,£26
"WEISZ, Mrs Mathilde Françoise",Survivor,England,37.0,Passenger,Female,2nd Class,228414,£26
"WILKINSON, Mrs Elizabeth Anne",Survivor,England,35.0,Passenger,Female,2nd Class,2926,£26
"ANGLE, Mr William A.",Victim,England,32.0,Passenger,Male,2nd Class,226875,£26
"BEAUCHAMP, Mr Henry James",Victim,England,28.0,Passenger,Male,2nd Class,244358,£26
"BIRNBAUM, Mr Jakob",Victim,,24.0,Passenger,Male,1st Class,13905,£26
"BRYHL, Mr Kurt Arnold Gottfrid",Victim,Sweden,25.0,Passenger,Male,2nd Class,236853,£26
"CARTER, Mrs Lilian",Victim,England,45.0,Passenger,Female,2nd Class,244252,£26
"CASE, Mr Howard Brown",Victim,England,49.0,Passenger,Male,1st Class,19924,£26
"CHAPMAN, Mrs Sara Elizabeth",Victim,England,28.0,Passenger,Female,2nd Class,29037,£26
"FAUNTHORPE, Mr Harry Bartram",Victim,England,41.0,Passenger,Male,2nd Class,2926,£26
"FYNNEY, Mr Joseph J.",Victim,England,35.0,Passenger,Male,2nd Class,239865,£26
"GASKELL, Mr Alfred",Victim,England,16.0,Passenger,Male,2nd Class,239865,£26
"HOWARD, Mrs Ellen Truelove",Victim,England,61.0,Passenger,Female,2nd Class,24065,£26
"KANTOR, Mr Sinai",Victim,Russia,34.0,Passenger,Male,2nd Class,244367,£26
"LAHTINEN, Mrs Anna Amelia",Victim,United States,34.0,Passenger,Female,2nd Class,250651,£26
"MAGUIRE, Mr John Edward",Victim,United States,30.0,Passenger,Male,1st Class,110469,£26
"MCKANE, Mr Peter David",Victim,Channel Islands,46.0,Passenger,Male,2nd Class,28403,£26
"NAVRATIL, Mr Michel",Victim,France,32.0,Passenger,Male,2nd Class,230080,£26
"NICHOLSON, Mr Arthur Ernest",Victim,England,64.0,Passenger,Male,1st Class,693,£26
"SHARP, Mr Percival",Victim,England,27.0,Passenger,Male,2nd Class,244358,£26
"SMITH, Mr Richard William",Victim,England,,Passenger,Male,1st Class,113056,£26
"MILLET, Mr Francis Davis",Victim,United States,65.0,Passenger,Male,1st Class,13509,£26 11s
"BJöRNSTRöM-STEFFANSSON, Mr Mauritz Hokan",Survivor,Sweden,28.0,Passenger,Male,1st Class,110564,£26 11s
"DALY, Mr Peter Dennis",Survivor,,51.0,Passenger,Male,1st Class,113055,£26 11s
"CRAFTON, Mr John Bertram",Victim,United States,59.0,Passenger,Male,1st Class,113791,£26 11s
"KLABER, Mr Herman",Victim,United States,,Passenger,Male,1st Class,113028,£26 11s
"LINDEBERG-LIND, Mr Erik Gustaf",Victim,Sweden,42.0,Passenger,Male,1st Class,17475,£26 11s
"WRIGHT, Mr George",Victim,Canada,62.0,Passenger,Male,1st Class,113807,£26 11s
"HOMER, Mr Harry",Survivor,United States,40.0,Passenger,Male,1st Class,111426,£26 11s
"STEAD, Mr William Thomas",Victim,England,62.0,Passenger,Male,1st Class,113514,£26 11s
"ROWE, Mr Alfred G.",Victim,,59.0,Passenger,Male,1st Class,113790,£26 11s
"SEWARD, Mr Frederic Kimber",Survivor,United States,34.0,Passenger,Male,1st Class,113794,£26 11s
"BUTT, Major Archibald Willingham",Victim,United States,46.0,Passenger,Male,1st Class,113050,£26 11s
"WEIR, Colonel John",Victim,United States,59.0,Passenger,Male,1st Class,113800,£26 11s
"BOREBANK, Mr John James",Victim,England,42.0,Passenger,Male,1st Class,110489,£26 11s
"ANDERSON, Mr Harry",Survivor,United States,47.0,Passenger,Male,1st Class,19952,£26 11s
"BONNELL, Miss Elizabeth",Survivor,England,61.0,Passenger,Female,1st Class,113783,£26 11s
"BRERETON, Mr George Andrew",Survivor,United States,37.0,Passenger,Male,1st Class,111427,£26 11s
"CROSBY, Miss Harriette Rebecca",Survivor,France,39.0,Passenger,Female,1st Class,112901,£26 11s
"ROMAINE, Mr Charles Hallace",Survivor,United States,45.0,Passenger,Male,1st Class,111428,£26 11s
"WILLARD, Miss Constance",Survivor,United States,21.0,Passenger,Female,1st Class,113795,£26 11s
"FRANKLIN, Mr Thomas Parnham",Victim,England,37.0,Passenger,Male,1st Class,113778,£26 11s
"SMART, Mr John Montgomery",Victim,England,56.0,Passenger,Male,1st Class,113792,£26 11s
"HART, Mr Benjamin",Victim,England,47.0,Passenger,Male,2nd Class,13529,£26 5s
"COLLYER, Mr Harvey",Victim,England,31.0,Passenger,Male,2nd Class,31921,£26 5s
"COLLYER, Miss Marjorie Charlotte",Survivor,England,8.0,Passenger,Female,2nd Class,31921,£26 5s
"COLLYER, Mrs Charlotte Annie",Survivor,England,31.0,Passenger,Female,2nd Class,31921,£26 5s
"HART, Miss Eva Miriam",Survivor,England,7.0,Passenger,Female,2nd Class,13529,£26 5s
"HART, Mrs Esther Ada",Survivor,England,48.0,Passenger,Female,2nd Class,13529,£26 5s
"NEWSOM, Miss Helen Monypeny",Survivor,United States,19.0,Passenger,Female,1st Class,11752,£26 5s 8d
"MCGOUGH, Mr James Robert",Survivor,United States,35.0,Passenger,Male,1st Class,17473,£26 5s 9d
"CALDERHEAD, Mr Edward Pennington",Survivor,United States,42.0,Passenger,Male,1st Class,17476,£26 5s 9d
"FLYNN, Mr John Irwin",Survivor,United States,36.0,Passenger,Male,1st Class,PC 14474,£26 5s 9d
"SILVERTHORNE, Mr Spencer Victor",Survivor,United States,35.0,Passenger,Male,1st Class,17475,£26 5s 9d
