id,turns,victory_status,winner,white_rating,black_rating,opening_name
GIoSZf5k,10,resign,black,1860,1712,King's Gambit Accepted |  King's Knight Gambit
9r2yzwRq,85,resign,white,1500,1568,Reti Opening: Reti Accepted
e4UoYNOg,40,resign,black,1780,2132,Sicilian Defense: Najdorf Variation
sn4zdyQb,58,resign,black,966,1124,Scandinavian Defense
ppPlxT3Q,26,outoftime,black,884,951,Nimzo-Larsen Attack: Modern Variation
D0idNTxu,4,outoftime,black,945,1070,King's Knight Opening
yTbYtCF6,118,mate,black,971,1149,King's Pawn Game: Nimzowitsch Defense
AEIBxJhK,11,mate,white,1238,985,Van't Kruijs Opening
mwcADhNn,163,outoftime,draw,972,1247,English Opening: King's English Variation
ygHSZzNE,95,mate,white,1107,961,Nimzowitsch Defense: Mikenas Variation
9MESu3hH,37,resign,black,974,1129,Queen's Pawn Game: Chigorin Variation
tBXOrjlO,101,mate,white,1203,970,Center Game #2
J5DYrnEf,80,outoftime,black,998,937,French Defense: Pelikan Variation
o5ZRUXrY,78,resign,black,1016,1126,Van't Kruijs Opening
e5CGewyU,89,outoftime,draw,1025,1153,French Defense: Mediterranean Defense
fV2cuf3p,42,mate,black,1047,1151,Queen's Pawn Game: Chigorin Variation
baOLL2ej,8,outoftime,black,998,1016,Ponziani Opening: Romanishin Variation
tHHd8ejz,101,outoftime,white,1127,1044,King's Pawn Game: Wayward Queen Attack
E9Es660b,65,outoftime,white,1020,1200,Queen's Pawn Game: Zukertort Variation
0Hl7FLEs,60,mate,black,1069,1071,Queen's Pawn Game: Symmetrical Variation
6pOeX4hN,71,draw,draw,1071,1068,Queen's Pawn Game: Mason Attack
zALflmF8,44,resign,black,1115,1223,Queen's Pawn Game: Chigorin Variation
F8euV2Zp,20,resign,black,1190,1213,Queen's Pawn Game: Chigorin Variation
VC0euQZC,41,resign,white,1337,1337,King's Knight Opening
F0rtsvLh,40,resign,black,1500,1500,Scandinavian Defense
vI6soB0y,27,resign,white,1500,1571,Philidor Defense: Exchange Variation #2
RHqtUgcA,59,resign,black,1367,1866,Van't Kruijs Opening
pCdIqYQn,19,mate,white,1590,1373,Owen Defense
7DyaFpEQ,50,mate,black,1377,1667,Hungarian Opening
gDy9stbN,34,resign,black,1558,1358,Ruy Lopez: Closed Variations |  Rosen Attack
4C9wlcMh,15,mate,white,1476,1367,Owen Defense
J2JnXESd,52,resign,black,1376,1469,Van't Kruijs Opening
fYXWmMQo,65,mate,white,1460,1386,Owen Defense
0izXEQL0,67,resign,white,1372,1408,Philidor Defense #3
C7ZN9Vt6,31,resign,black,1373,2148,Sicilian Defense: French Variation
nXAMBzZC,130,mate,black,1500,1395,French Defense #2
PDmTWzdY,125,mate,white,1382,1414,French Defense: Exchange Variation
l33LvAGO,76,resign,black,1320,1400,French Defense: Knight Variation
VVMmBXVj,121,resign,white,1383,1330,Torre Attack #2
J7LsFrHs,53,resign,white,1383,1242,Queen's Pawn Game: Zukertort Variation
nrOeTNGE,116,outoftime,black,1469,1357,French Defense: Advance Variation |  Paulsen Attack
o8It5NwS,47,resign,white,959,1357,Creepy Crawly Formation: Classical Defense
KYR2S7f1,53,resign,white,1357,959,Queen's Pawn Game: Mason Attack
lUfS2I5H,76,mate,black,959,1357,Creepy Crawly Formation: Classical Defense
9GK7Wbwa,110,draw,draw,1588,1691,Italian Game: Giuoco Pianissimo |  Normal
RQKVDRu3,67,mate,white,1541,1586,Sicilian Defense: Accelerated Dragon |  Modern Variation
gzD3S9qf,17,resign,white,1517,1320,Elephant Gambit
aqIy0Ek9,39,mate,white,1569,1569,Nimzo-Larsen Attack: Classical Variation
F9LhXEvk,94,resign,black,1563,1498,French Defense: Tarrasch Variation
scqVJjj2,37,resign,white,1903,1512,Nimzo-Indian Defense: Ragozin Variation
BoBZJpRS,37,mate,white,1612,1450,Caro-Kann Defense: Exchange Variation
5VAOl0rA,34,resign,white,1327,1450,Caro-Kann Defense: Hillbilly Attack
TMNMnaD7,41,outoftime,white,1245,1450,Caro-Kann Defense: Advance Variation
ERl5w1Lb,30,resign,black,1921,1451,Latvian Gambit
XLvG0Fxw,51,resign,white,1462,1464,Global Opening
kI6eU49k,79,mate,white,1450,1486,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense
wbR4KA2i,83,resign,white,1439,1418,King's Gambit Accepted |  Bishop's Gambit
eTcONlGD,14,resign,black,1728,1500,Italian Game: Two Knights Defense
AFrSI2mE,21,resign,white,1547,1563,Alekhine Defense: Scandinavian Variation
Of7utwYA,47,resign,white,1863,1567,Alekhine Defense
MbJQrZqR,38,resign,white,1559,1423,Horwitz Defense
57CfXLeQ,34,resign,black,1570,1611,Modern Defense: Geller's System
6jtIjE2R,39,resign,white,1562,1582,Alekhine Defense
jsfpSHaf,43,resign,white,1576,1386,Queen's Pawn Game: Mason Attack
CPDDgugd,41,mate,white,1353,1595,Caro-Kann Defense: Accelerated Panov Attack
RXnpG2TZ,49,resign,white,1591,1326,Queen's Pawn Game: Mason Attack
FgNBqN3z,38,outoftime,black,1560,1580,Alekhine Defense: Scandinavian Variation
ploTbJ6s,70,outoftime,black,1727,1574,Scandinavian Defense: Modern Variation #2
hbxnJvqu,48,resign,black,1579,1841,Indian Game: East Indian Defense
eZH6krXF,50,resign,black,1877,1558,French Defense: Steinitz Variation #2
qKXrw2ki,57,resign,white,1536,1962,Trompowsky Attack
FhfFRSoX,148,outoftime,draw,1529,1763,Queen's Pawn Game: Mason Attack
EHmTVpmX,62,mate,black,1590,1515,Scandinavian Defense: Modern Variation #2
XUuJhAEP,29,resign,white,1653,1522,Dutch Defense
1CEn79ih,52,mate,black,1675,1505,Scandinavian Defense: Panov Transfer
EHODQ73d,26,mate,black,1547,1491,Scandinavian Defense: Panov Transfer
Wt4pO0yV,59,resign,black,1507,1399,Englund Gambit
37DIkyQP,2,draw,draw,1641,1502,Scandinavian Defense
BThm18qK,195,draw,draw,1496,1703,London System
IgqWb3wU,56,resign,black,1482,1484,Scandinavian Defense: Modern Variation #2
TAdphcbm,40,resign,black,1486,1909,Modern Defense
63lPam9c,31,mate,white,1919,1488,English Opening: Caro-Kann Defensive System
I400IkFs,60,resign,black,1488,2192,Indian Game
Q9Bk2G35,45,resign,white,1470,1684,Queen's Pawn Game: Mason Attack
irRJlNd6,63,draw,draw,1465,1659,Dutch Defense: Fianchetto Attack
bubeMcp6,17,resign,white,1586,1473,Queen's Pawn Game: London System
pxoOFfHH,34,resign,white,1548,1488,Alekhine Defense
Av8udV1F,36,mate,black,1500,1501,Indian Game
RIrGfA5F,62,mate,black,1509,1487,Alekhine Defense: Modern Variation |  Main Line
GlTzWj5E,46,draw,draw,1356,1491,Scandinavian Defense
lFN4Gvv1,34,resign,black,1495,1771,Indian Game
cJRIpA0K,38,resign,white,1529,1639,French Defense: Knight Variation
4u0MUqHf,107,resign,white,1631,1537,Philidor Defense: Hanham Variation
68pMrUFp,42,resign,black,1546,1621,Sicilian Defense #2
hz2R5AX6,35,resign,white,1568,1636,French Defense: Pelikan Variation
ZbjPJQvo,122,mate,black,1354,1631,French Defense: Schlechter Variation
rbcpm9pr,71,mate,white,1626,1384,Sicilian Defense: Chekhover Variation
3fubUQ1L,42,resign,black,1639,1813,Modern Defense: Mongredien Defense #2
QYc8zif6,2,outoftime,black,1646,1795,Queen's Pawn Game
afXDSWwS,11,resign,white,1646,939,Slav Defense
kzO8xpo0,54,resign,black,1657,1678,Pirc Defense: Classical Variation
lfKoLKHr,58,resign,white,1667,1668,Modern Defense: Three Pawns Attack
DcNnJYPu,42,resign,black,1683,1599,King's Gambit Declined |  Queen's Knight Defense
4ohxsOYi,116,draw,draw,1596,1686,Modern Defense
nBIWZ8Fi,74,mate,black,1769,1659,English Opening: Great Snake Variation
IIlpa2I0,54,mate,black,1668,1761,Horwitz Defense
Fl7n8wyn,85,resign,white,1752,1677,English Opening: Anglo-Indian Defense
kATFCmb6,38,resign,black,1688,1743,Sicilian Defense: Kan Variation |  Wing Attack
8BHaVwSf,41,resign,white,1582,1704,French Defense: Knight Variation
JHs2yQVf,121,mate,white,1693,1666,Sicilian Defense: Chekhover Variation
WOwzREnN,30,resign,black,1676,1680,French Defense: Knight Variation
vCxVnALT,64,resign,black,1142,1679,Queen's Pawn Game #2
BAKj62Jt,15,mate,white,1678,1148,Danish Gambit Accepted |  Classical Defense
IhPROx4l,40,resign,black,1154,1676,Mieses Opening
FEAnKMLP,128,draw,draw,1686,1098,Carr Defense
wwF013vq,48,resign,black,1102,1685,Polish Opening
UVCNEXse,51,mate,white,1684,1107,French Defense: Mediterranean Defense
YeWcT5XP,71,resign,black,1493,1678,French Defense #2
mOQE6k1N,60,resign,white,1525,1693,Queen's Pawn Game: Zukertort Variation
nIQ2d4S6,58,mate,black,1709,1681,Horwitz Defense
PRsV872Z,60,resign,black,1692,1699,Bird Opening: Dutch Variation
TQOTfC0X,40,resign,white,1688,1704,English Opening: Great Snake Variation
XA0DImut,29,outoftime,white,1699,1497,English Opening: Caro-Kann Defensive System
SBB7hpZn,98,resign,black,1703,1943,English Opening: Anglo-Indian Defense
9LBbJAy5,71,resign,black,1694,1692,French Defense: Marshall Variation
jkBe42CV,135,draw,draw,1696,1564,English Opening: Great Snake Variation
Z9FnkzxR,34,mate,black,1572,1688,French Defense: Exchange Variation
rt1IFgnN,60,mate,black,1392,1684,French Defense: Tarrasch Variation |  Open System
m6bOuo2a,47,resign,black,1707,1696,English Opening: Symmetrical Variation |  Normal Variation
d79KE45O,23,resign,white,1684,1720,Queen's Gambit Refused: Albin Countergambit |  Normal Line
VzLpYJ1R,78,mate,black,1733,1672,English Opening: Symmetrical Variation
wLCl9YNn,35,mate,white,1721,1736,King's Indian Defense
RSsb4wYF,53,resign,white,1724,1733,King's Indian Attack
lm8AKQIn,120,mate,black,1746,1712,English Opening: Caro-Kann Defensive System
uiJ5thnm,41,mate,white,1741,1496,English Opening: Agincourt Defense
GHlw6n8z,42,resign,black,1295,1240,Slav Defense: Bonet Gambit
yLhzi5Dd,63,resign,white,1430,1302,Queen's Pawn Game: Torre Attack
brPQOL4Y,23,resign,black,1302,1248,Queen's Gambit Refused: Marshall Defense
gH21a6oq,32,resign,black,1314,1270,Queen's Gambit Accepted: Old Variation
giix8ieL,73,resign,white,1445,1314,Queen's Gambit Declined: Queen's Knight Variation
Un8lFrlI,90,resign,black,1321,1451,Queen's Gambit Declined: Modern Variation
xNeUwMhV,41,mate,white,1300,1333,Sicilian Defense: Canal Attack |  Main Line
ckyHRYkd,43,resign,white,1318,1449,Queen's Gambit Refused: Marshall Defense
qRI4whmd,38,resign,black,1450,1303,Benoni Defense: Classical Variation |  Main Line
fE1B5wMl,41,mate,white,1290,1367,Queen's Gambit Accepted: Old Variation
pbX2HMso,84,resign,black,1300,1330,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2
TVcCQzD5,56,resign,black,1209,1291,Nimzo-Larsen Attack: Modern Variation #4
KYsVM4yI,30,resign,black,1299,1418,Semi-Slav Defense: Accelerated Move Order
e4kFuJQ9,6,resign,white,1814,1299,Italian Game
5FPLsNja,67,resign,white,1348,1308,King's Pawn Game: Wayward Queen Attack
uBwEbVAF,56,resign,black,1318,1366,Queen's Gambit Accepted: Old Variation
7sZ6ADlB,103,resign,white,1324,1329,Ponziani Opening: Jaenisch Counterattack
1iCdDMNl,40,mate,black,1345,1187,Queen's Gambit Accepted: Old Variation
8lPSOnVV,52,resign,black,1352,1149,Queen's Gambit Declined: Queen's Knight Variation
YQvHXNdq,57,draw,draw,1350,1429,Queen's Gambit Declined: Exchange Variation |  Positional Variation
BHUzGb7V,23,resign,white,1403,1340,Englund Gambit Declined |  Reversed French
W3fUpxff,39,mate,white,1322,1072,Queen's Gambit Accepted: Old Variation
eCQSU6WF,52,resign,black,1331,1382,Queen's Gambit Refused: Albin Countergambit
sOofcpg2,41,resign,white,1373,1341,Queen's Gambit Accepted: Rosenthal Variation
stoudusq,33,resign,white,1350,1265,Scotch Game
Q8AA3Qby,58,resign,black,1270,1299,Queen's Pawn Game: Chigorin Variation
R9lE5mr6,31,mate,white,1223,1282,Scandinavian Defense: Mieses-Kotroc Variation
KKoEd9W4,15,resign,white,1289,1306,Four Knights Game: Italian Variation
AFBQ040C,32,resign,black,1007,1268,Italian Game: Hungarian Defense
jRosMYvP,45,resign,white,1170,1179,Center Game
47I7Smmy,25,resign,white,1442,1183,Ruy Lopez: Morphy Defense |  Caro Variation
mjeeolDf,15,resign,white,1172,1170,Russian Game: Three Knights Game
bn6tE2Gy,62,resign,black,1178,1346,Caro-Kann Defense: Classical Variation
SQz0aocr,59,resign,white,1171,1190,Italian Game: Classical Variation |  Center Attack
9bpYNzjf,51,resign,white,1175,1329,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation
faXIXTIb,22,resign,black,1273,1160,Queen's Pawn Game
BvcCXIJt,27,resign,white,1154,974,Philidor Defense
FH8TvLSY,34,resign,black,1167,1122,Ruy Lopez: Berlin Defense #2
99ONvKAR,79,outoftime,white,1439,1171,Ruy Lopez: Morphy Defense |  Graz Variation
ukTTpK9V,73,resign,white,1245,1170,Italian Game: Classical Variation |  Giuoco Pianissimo
XwMJo8Hb,74,mate,black,1250,1156,Hungarian Opening
Wxgi9dv0,92,resign,black,1164,1263,Ruy Lopez: Morphy Defense |  Caro Variation
zijw7opz,26,resign,black,1173,1251,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
5XspUzEQ,40,mate,black,1089,1165,Giuoco Piano
mF8Y8wMD,77,resign,white,1278,1173,King's Pawn Game: Macleod Attack
0iDlMyOe,58,resign,black,1178,1391,Ruy Lopez: Classical Variation
S6w3WP4J,51,mate,white,1164,1293,Ruy Lopez: Morphy Defense |  Graz Variation
dMKJGAdC,73,outoftime,white,1353,1170,Italian Game: Classical Variation #2
XRepUkbo,50,mate,black,1030,1162,Queen's Pawn Game: Zukertort Variation
8qrohlbN,52,resign,black,1176,1118,Petrov's Defense
YjfJDGGF,11,mate,white,1353,1181,Bishop's Opening: Boi Variation
z3qhi0Bd,61,resign,white,1184,1184,Scotch Game
mN4q9WaV,19,resign,white,1171,1252,Russian Game: Three Knights Game
o2qYkjN6,51,resign,white,1157,1234,Italian Game: Two Knights Defense |  Modern Bishop's Opening
KCGLwr8V,12,resign,black,1034,1149,Queen's Pawn Game: Chigorin Variation
x1WIDEZK,86,draw,draw,1156,886,Italian Game
snYK1vb6,27,mate,white,1142,1226,French Defense: Normal Variation
tCGqQulN,86,mate,black,1042,1133,King's Pawn Game: Leonardis Variation
d8WlBOrX,61,mate,white,1123,1084,Elephant Gambit: Paulsen Countergambit
pWKk30rV,53,mate,white,1247,1122,King's Pawn Game: Leonardis Variation
wQrRnpIt,50,mate,black,1070,1112,Van't Kruijs Opening
qFF2fQKT,16,resign,white,1099,1173,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit
3hcX07ip,110,outoftime,black,1114,1027,French Defense: Two Knights Variation
bg6UbBVr,45,mate,white,914,1133,Three Knights Opening
qful43xo,93,mate,white,1125,996,Russian Game: Three Knights Game
tSsmRu5M,105,resign,white,1242,1125,Vienna Game: Falkbeer Variation
FdDUEr14,60,resign,black,1133,1234,Giuoco Piano
KNp9mDXB,58,mate,black,981,1127,Ruy Lopez
SdKFE3PV,65,mate,white,1111,1219,Four Knights Game: Spanish Variation
6eguvCWU,56,mate,black,1126,1054,Philidor Defense
BLTfqEmu,64,resign,black,1147,908,Goldsmith Defense: Picklepuss Defense
x0M9UzvX,4,resign,black,914,1141,Ware Opening
HDH18gtj,58,resign,black,1984,1948,Modern Defense: Standard Defense
lHNSzBps,34,resign,black,1954,2158,Sicilian Defense: Closed Variation
PyEpiSJp,101,resign,white,2008,1954,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit
yyxv1Rvw,35,resign,black,1954,2008,Sicilian Defense: Grand Prix Attack
15LAUrJ2,54,resign,black,2008,1954,English Opening: Anglo-Indian Defense
A7XDlKwD,116,resign,black,1954,2008,Nimzo-Larsen Attack: English Variation
ihRvX5OV,115,mate,white,2100,1960,Indian Game
ZYvbvpag,48,draw,draw,1945,1961,Scandinavian Defense: Marshall Variation
BnUS7DQe,56,draw,draw,1982,1960,Scandinavian Defense
W8zaOGXs,54,resign,black,1974,1899,Nimzo-Larsen Attack: Classical Variation
TpxYFubZ,37,resign,white,2068,1982,Pirc Defense: Austrian Attack |  Unzicker Attack
N7FMrhyD,81,resign,white,1959,2028,Nimzo-Larsen Attack
leveeyFX,45,resign,white,2005,1969,Bird Opening
cRu3Kf1o,161,mate,white,1960,1868,Nimzo-Larsen Attack: English Variation
gShSMXDR,88,resign,black,1964,2287,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
NYlPGBFO,148,draw,draw,1914,1965,Scandinavian Defense: Modern Variation #2
brC35BxF,119,mate,white,1951,2049,Nimzo-Larsen Attack: Classical Variation
fwGfUhX6,60,resign,black,2149,1933,Budapest Defense: Adler Variation
h0irlyP1,34,mate,black,1599,1929,Scandinavian Defense: Icelandic-Palme Gambit
eliy5ecl,94,resign,black,1882,1919,Scandinavian Defense: Icelandic-Palme Gambit
3sNZxnJZ,122,mate,black,1699,1914,Scandinavian Defense: Modern Variation
fFfNpkab,44,resign,black,1916,2285,Nimzo-Larsen Attack: Symmetrical Variation
k8bpLGVX,26,resign,black,1936,1638,Nimzo-Larsen Attack: Modern Variation #4
inhWg7LE,116,resign,black,1758,1929,Scandinavian Defense: Modern Variation #2
s8b6pWX3,31,resign,white,1265,1957,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
FGUuHBIN,133,mate,white,1954,1578,King's Indian Defense: Normal Variation |  Rare Defenses
FfPQwkyj,65,resign,white,1984,2050,Sicilian Defense: Closed
jTvyCsWT,62,mate,black,2050,1627,Reti Opening
qn5XNlhr,62,resign,black,1627,2050,French Defense: Normal Variation
eJgE3AVx,42,mate,black,2050,1627,Zukertort Opening: Slav Invitation
YNQ5pxFn,42,resign,black,1627,2050,Alekhine Defense
WQTHwpKc,158,draw,draw,1617,2050,London System
ndZRhK6w,31,resign,white,2050,1852,Scandinavian Defense: Marshall Variation
RkhniADk,46,resign,black,1981,2050,English Opening: Anglo-Indian Defense |  King's Indian Formation
y9jJdqti,20,resign,black,2050,1981,Caro-Kann Defense: Alekhine Gambit
yC4TNsVZ,73,mate,white,1901,1164,Ruy Lopez: Morphy Defense |  Caro Variation
sfAQRL4r,35,mate,white,1164,1435,Scandinavian Defense: Mieses-Kotroc Variation
73yrL8pJ,71,outoftime,white,1435,1164,Italian Game: Giuoco Pianissimo
TWpQfwRs,46,resign,white,1164,1435,Four Knights Game: Spanish Variation
33CuQ7Wv,52,resign,black,1164,1901,Four Knights Game: Spanish Variation |  Classical Variation
H8ZbC9Nb,52,outoftime,black,1245,1228,Ruy Lopez
c97bIIYV,70,outoftime,black,1287,1099,Sicilian Defense
nQNTkDIK,49,resign,white,1866,1099,Slav Defense: Czech Variation
YcFsnSyR,75,resign,white,1211,1230,Sicilian Defense
3zUeArOl,61,mate,white,1344,1500,Sicilian Defense
YDr0Gbb8,41,resign,white,1834,1500,Philidor Defense: Exchange Variation
bkePgHvV,46,resign,black,1500,1834,Richter-Veresov Attack
1Rb8zwjl,53,mate,white,1635,1500,Blackmar-Diemer Gambit: Teichmann Variation
zJiScU54,52,mate,black,1456,1604,Queen's Gambit Accepted
Z4SG1Ob7,36,resign,black,1378,1318,French Defense: Knight Variation
8MfLGOXL,64,resign,black,1500,1487,Slav Defense #2
JAAIwQEV,65,resign,white,1714,1709,Franco-Benoni Defense
DDTJ3Yeo,71,resign,white,1613,1729,French Defense: Advance Variation |  Paulsen Attack
hn1NqGaN,50,resign,black,1731,2127,Robatsch (Modern) Defense
33xKIuG7,54,mate,black,1739,1840,Benoni Defense: King's Pawn Line
tKZv5wGC,76,mate,black,1760,1718,French Defense: Advance Variation #2
c2WR287x,61,resign,white,1708,1729,French Defense: Advance Variation
MIapptBf,53,resign,white,1721,1643,Queen's Gambit Declined
J2GvS4LK,24,resign,black,1707,1712,French Defense: Tarrasch Variation |  Open System |  Suechting Line
Sfay2hYj,64,mate,black,1170,1662,Scandinavian Defense
wytBeWQ0,51,resign,white,1261,1237,Mieses Opening
Z0VzPUPm,71,mate,white,1100,1306,Zukertort Opening: Quiet System
1pBIszeA,49,mate,white,1590,1100,Philidor Defense: Nimzowitsch Variation
CAEZnTSC,34,mate,black,1100,1590,Zukertort Opening: Reversed Mexican Defense
JT1xA30W,88,outoftime,black,1302,875,King's Pawn Game: Leonardis Variation
9UGcuRBe,11,draw,draw,1234,1335,Queen's Pawn Game: Symmetrical Variation
LSQ4yNeU,11,mate,white,1522,1500,Russian Game: Damiano Variation
xSwSmC1e,86,resign,black,2306,2405,Four Knights Game: Halloween Gambit
TovD1oTY,58,resign,black,2422,2386,Sicilian Defense: Alapin Variation |  Smith-Morra Declined
u0FzSAO8,50,resign,black,2373,2356,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation
1YmgTIJI,62,resign,black,2325,2338,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
DYpN9YxD,39,resign,white,2336,1830,Scotch Game: Potter Variation
9ZsNhTh2,49,resign,white,2334,1836,Ruy Lopez: Bird Variation
78hLyDK0,43,resign,white,2329,2017,Benoni Defense: Taimanov Variation
mquRdEhM,84,mate,black,1879,2326,Sicilian Defense: Canal Attack |  Main Line
awUwx4yw,41,resign,white,2323,1881,Russian Game: Classical Attack |  Staunton Variation
wXWF2VOU,48,resign,black,1622,2322,Four Knights Game: Italian Variation |  Noa Gambit
AAiM3La2,48,mate,black,1933,2318,Sicilian Defense: Kan Variation |  Wing Attack
FrYghAWU,38,resign,black,1983,2313,Horwitz Defense
2HUEMO77,41,mate,white,2312,1663,Ruy Lopez: Steinitz Defense
ob8ByiQL,28,resign,black,1866,2309,Zukertort Opening: Sicilian Invitation
XDgrsvyY,74,resign,black,1835,2307,Gruenfeld Defense: Three Knights Variation |  Burille Variation
drftECef,29,resign,white,2300,2041,Nimzo-Indian Defense: Ragozin Variation
lLnTBNyP,45,resign,white,2288,2148,Petrov's Defense
q1qoMs5p,61,mate,white,2283,1947,Queen's Gambit Declined: Three Knights Variation
FicdeaYj,19,resign,white,2275,2016,Caro-Kann Defense: Karpov Variation |  Tiviakov-Fischer Attack
DrNPTV0R,48,resign,black,1909,2271,Sicilian Defense: Alapin Variation |  Smith-Morra Declined
